,duration,price,date,origination,destination,depart,arrive,mode
1021,81,$49.00 ,10/31/19,Philadelphia,NYC,2:05:00 PM,3:26:00 PM,train
1022,120,$12.00 ,10/31/19,Philadelphia,NYC,6:00:00 PM,8:00:00 PM,bus
1023,140,$8.00 ,10/31/19,Philadelphia,NYC,3:00:00 PM,5:20:00 PM,bus
1024,120,$12.00 ,10/31/19,Philadelphia,NYC,7:00:00 PM,9:00:00 PM,bus
1025,120,$12.00 ,10/31/19,Philadelphia,NYC,8:30:00 PM,10:30:00 PM,bus
1026,82,$49.00 ,10/31/19,Philadelphia,NYC,7:08:00 AM,8:30:00 AM,train
1027,150,$8.00 ,10/31/19,Philadelphia,NYC,4:00:00 PM,6:30:00 PM,bus
1028,150,$10.00 ,10/31/19,Philadelphia,NYC,6:00:00 PM,8:30:00 PM,bus
1029,180,$9.00 ,10/31/19,Philadelphia,NYC,5:05:00 PM,8:05:00 PM,bus
1030,90,$49.00 ,10/31/19,Philadelphia,NYC,10:28:00 PM,11:58:00 PM,train
1031,77,$49.00 ,10/31/19,Philadelphia,NYC,7:27:00 AM,8:44:00 AM,train
1032,85,$61.00 ,10/31/19,Philadelphia,NYC,3:59:00 PM,5:24:00 PM,train
1033,101,$49.00 ,10/31/19,Philadelphia,NYC,11:44:00 PM,1:25:00 AM,train
1034,180,$8.00 ,10/31/19,Philadelphia,NYC,1:45:00 PM,4:45:00 PM,bus
1035,80,$61.00 ,10/31/19,Philadelphia,NYC,10:01:00 AM,11:21:00 AM,train
1036,84,$61.00 ,10/31/19,Philadelphia,NYC,9:13:00 PM,10:37:00 PM,train
1037,81,$49.00 ,10/31/19,Philadelphia,NYC,6:54:00 AM,8:15:00 AM,train
1038,89,$61.00 ,10/31/19,Philadelphia,NYC,3:01:00 PM,4:30:00 PM,train
1039,94,$120.00 ,10/31/19,Philadelphia,NYC,7:04:00 PM,8:38:00 PM,train
1040,99,$61.00 ,10/31/19,Philadelphia,NYC,7:02:00 PM,8:41:00 PM,train
1041,82,$61.00 ,10/31/19,Philadelphia,NYC,1:58:00 PM,3:20:00 PM,train
1042,95,$61.00 ,10/31/19,Philadelphia,NYC,8:01:00 PM,9:36:00 PM,train
1043,77,$135.00 ,10/31/19,Philadelphia,NYC,5:35:00 PM,6:52:00 PM,train
1044,77,$115.00 ,10/31/19,Philadelphia,NYC,8:35:00 PM,9:52:00 PM,train
1045,76,$135.00 ,10/31/19,Philadelphia,NYC,6:34:00 PM,7:50:00 PM,train
1046,74,$115.00 ,10/31/19,Philadelphia,NYC,1:32:00 PM,2:46:00 PM,train
1047,74,$115.00 ,10/31/19,Philadelphia,NYC,2:32:00 PM,3:46:00 PM,train
1048,74,$115.00 ,10/31/19,Philadelphia,NYC,7:38:00 AM,8:52:00 AM,train
1049,72,$115.00 ,10/31/19,Philadelphia,NYC,12:38:00 PM,1:50:00 PM,train
1050,71,$115.00 ,10/31/19,Philadelphia,NYC,11:38:00 AM,12:49:00 PM,train
1051,75,$115.00 ,10/31/19,Philadelphia,NYC,9:35:00 PM,10:50:00 PM,train
1052,74,$156.00 ,10/31/19,Philadelphia,NYC,3:33:00 PM,4:47:00 PM,train
1053,71,$115.00 ,10/31/19,Philadelphia,NYC,10:38:00 AM,11:49:00 AM,train
1054,73,$198.00 ,10/31/19,Philadelphia,NYC,4:36:00 PM,5:49:00 PM,train
1055,70,$115.00 ,10/31/19,Philadelphia,NYC,9:38:00 AM,10:48:00 AM,train
1056,71,$115.00 ,10/31/19,Philadelphia,NYC,8:38:00 AM,9:49:00 AM,train
1057,73,$115.00 ,10/31/19,Philadelphia,NYC,6:34:00 AM,7:47:00 AM,train
1058,75,$135.00 ,10/31/19,Philadelphia,NYC,7:34:00 PM,8:49:00 PM,train
1059,110,$10.00 ,10/27/19,NYC,Philadelphia,5:00:00 PM,6:50:00 PM,bus
1060,135,$5.00 ,10/27/19,NYC,Philadelphia,2:00:00 AM,4:15:00 AM,bus
1061,110,$10.00 ,10/27/19,NYC,Philadelphia,10:00:00 AM,11:50:00 AM,bus
1062,120,$12.00 ,10/27/19,NYC,Philadelphia,8:45:00 AM,10:45:00 AM,bus
1063,80,$55.00 ,10/27/19,NYC,Philadelphia,7:00:00 AM,8:20:00 AM,train
1064,110,$10.00 ,10/27/19,NYC,Philadelphia,8:30:00 AM,10:20:00 AM,bus
1065,109,$10.00 ,10/27/19,NYC,Philadelphia,12:01:00 PM,1:50:00 PM,bus
1066,110,$10.00 ,10/27/19,NYC,Philadelphia,4:00:00 PM,5:50:00 PM,bus
1067,100,$15.00 ,10/27/19,NYC,Philadelphia,2:35:00 PM,4:15:00 PM,bus
1068,88,$55.00 ,10/27/19,NYC,Philadelphia,10:05:00 PM,11:33:00 PM,train
1069,110,$10.00 ,10/27/19,NYC,Philadelphia,7:30:00 AM,9:20:00 AM,bus
1070,110,$10.00 ,10/27/19,NYC,Philadelphia,1:30:00 PM,3:20:00 PM,bus
1071,110,$10.00 ,10/27/19,NYC,Philadelphia,2:30:00 PM,4:20:00 PM,bus
1072,119,$12.00 ,10/27/19,NYC,Philadelphia,12:01:00 PM,2:00:00 PM,bus
1073,87,$55.00 ,10/27/19,NYC,Philadelphia,11:09:00 PM,12:36:00 AM,train
1074,110,$10.00 ,10/27/19,NYC,Philadelphia,11:00:00 AM,12:50:00 PM,bus
1075,110,$10.00 ,10/27/19,NYC,Philadelphia,3:00:00 PM,4:50:00 PM,bus
1076,110,$10.00 ,10/27/19,NYC,Philadelphia,5:30:00 PM,7:20:00 PM,bus
1077,119,$12.00 ,10/27/19,NYC,Philadelphia,10:00:00 AM,11:59:00 AM,bus
1078,82,$55.00 ,10/27/19,NYC,Philadelphia,11:58:00 PM,1:20:00 AM,train
1079,110,$10.00 ,10/27/19,NYC,Philadelphia,4:30:00 PM,6:20:00 PM,bus
1080,110,$10.00 ,10/27/19,NYC,Philadelphia,6:30:00 AM,8:20:00 AM,bus
1081,110,$10.00 ,10/27/19,NYC,Philadelphia,6:30:00 PM,8:20:00 PM,bus
1082,130,$13.00 ,10/27/19,NYC,Philadelphia,5:00:00 PM,7:10:00 PM,bus
1083,79,$61.00 ,10/27/19,NYC,Philadelphia,5:17:00 PM,6:36:00 PM,train
1084,110,$10.00 ,10/27/19,NYC,Philadelphia,7:30:00 PM,9:20:00 PM,bus
1085,120,$13.00 ,10/27/19,NYC,Philadelphia,3:00:00 PM,5:00:00 PM,bus
1086,120,$12.00 ,10/27/19,NYC,Philadelphia,2:00:00 PM,4:00:00 PM,bus
1087,110,$10.00 ,10/27/19,NYC,Philadelphia,8:00:00 PM,9:50:00 PM,bus
1088,87,$55.00 ,10/27/19,NYC,Philadelphia,3:00:00 AM,4:27:00 AM,train
1089,110,$10.00 ,10/27/19,NYC,Philadelphia,9:30:00 PM,11:20:00 PM,bus
1090,120,$12.00 ,10/27/19,NYC,Philadelphia,8:00:00 AM,10:00:00 AM,bus
1091,130,$13.00 ,10/27/19,NYC,Philadelphia,4:00:00 PM,6:10:00 PM,bus
1092,130,$12.00 ,10/27/19,NYC,Philadelphia,11:00:00 AM,1:10:00 PM,bus
1093,86,$61.00 ,10/27/19,NYC,Philadelphia,9:09:00 AM,10:35:00 AM,train
1094,120,$12.00 ,10/27/19,NYC,Philadelphia,10:15:00 AM,12:15:00 PM,bus
1095,110,$10.00 ,10/27/19,NYC,Philadelphia,6:00:00 PM,7:50:00 PM,bus
1096,120,$12.00 ,10/27/19,NYC,Philadelphia,4:45:00 PM,6:45:00 PM,bus
1097,130,$12.00 ,10/27/19,NYC,Philadelphia,1:00:00 PM,3:10:00 PM,bus
1098,82,$61.00 ,10/27/19,NYC,Philadelphia,7:53:00 PM,9:15:00 PM,train
1099,130,$12.00 ,10/27/19,NYC,Philadelphia,9:00:00 AM,11:10:00 AM,bus
1100,120,$12.00 ,10/27/19,NYC,Philadelphia,5:15:00 PM,7:15:00 PM,bus
1101,120,$14.00 ,10/27/19,NYC,Philadelphia,8:45:00 PM,10:45:00 PM,bus
1102,120,$12.00 ,10/27/19,NYC,Philadelphia,6:00:00 PM,8:00:00 PM,bus
1103,83,$61.00 ,10/27/19,NYC,Philadelphia,10:52:00 AM,12:15:00 PM,train
1104,125,$12.00 ,10/27/19,NYC,Philadelphia,2:45:00 AM,4:50:00 AM,bus
1105,120,$12.00 ,10/27/19,NYC,Philadelphia,12:15:00 PM,2:15:00 PM,bus
1106,120,$14.00 ,10/27/19,NYC,Philadelphia,10:45:00 AM,12:45:00 PM,bus
1107,120,$14.00 ,10/27/19,NYC,Philadelphia,11:45:00 AM,1:45:00 PM,bus
1108,84,$61.00 ,10/27/19,NYC,Philadelphia,12:55:00 PM,2:19:00 PM,train
1109,120,$13.00 ,10/27/19,NYC,Philadelphia,7:00:00 PM,9:00:00 PM,bus
1110,120,$14.00 ,10/27/19,NYC,Philadelphia,12:45:00 PM,2:45:00 PM,bus
1111,120,$12.00 ,10/27/19,NYC,Philadelphia,7:15:00 AM,9:15:00 AM,bus
1112,130,$12.00 ,10/27/19,NYC,Philadelphia,6:45:00 AM,8:55:00 AM,bus
1113,85,$61.00 ,10/27/19,NYC,Philadelphia,3:13:00 PM,4:38:00 PM,train
1114,120,$12.00 ,10/27/19,NYC,Philadelphia,4:15:00 PM,6:15:00 PM,bus
1115,110,$15.00 ,10/27/19,NYC,Philadelphia,2:35:00 PM,4:25:00 PM,bus
1116,125,$15.00 ,10/27/19,NYC,Philadelphia,11:20:00 AM,1:25:00 PM,bus
1117,120,$14.00 ,10/27/19,NYC,Philadelphia,9:15:00 AM,11:15:00 AM,bus
1118,81,$61.00 ,10/27/19,NYC,Philadelphia,1:05:00 PM,2:26:00 PM,train
1119,120,$14.00 ,10/27/19,NYC,Philadelphia,1:45:00 PM,3:45:00 PM,bus
1120,120,$14.00 ,10/27/19,NYC,Philadelphia,1:15:00 PM,3:15:00 PM,bus
1121,120,$17.00 ,10/27/19,NYC,Philadelphia,5:20:00 PM,7:20:00 PM,bus
1122,120,$12.00 ,10/27/19,NYC,Philadelphia,10:00:00 PM,12:00:00 AM,bus
1123,92,$61.00 ,10/27/19,NYC,Philadelphia,9:10:00 PM,10:42:00 PM,train
1124,120,$14.00 ,10/27/19,NYC,Philadelphia,2:45:00 PM,4:45:00 PM,bus
1125,120,$14.00 ,10/27/19,NYC,Philadelphia,5:45:00 PM,7:45:00 PM,bus
1126,115,$15.00 ,10/27/19,NYC,Philadelphia,3:05:00 PM,5:00:00 PM,bus
1127,120,$14.00 ,10/27/19,NYC,Philadelphia,6:45:00 PM,8:45:00 PM,bus
1128,82,$61.00 ,10/27/19,NYC,Philadelphia,6:45:00 AM,8:07:00 AM,train
1129,130,$13.00 ,10/27/19,NYC,Philadelphia,10:15:00 AM,12:25:00 PM,bus
1130,120,$14.00 ,10/27/19,NYC,Philadelphia,7:15:00 PM,9:15:00 PM,bus
1131,130,$11.00 ,10/27/19,NYC,Philadelphia,9:10:00 AM,11:20:00 AM,bus
1132,130,$11.00 ,10/27/19,NYC,Philadelphia,6:55:00 AM,9:05:00 AM,bus
1133,89,$120.00 ,10/27/19,NYC,Philadelphia,5:05:00 PM,6:34:00 PM,train
1134,120,$11.00 ,10/27/19,NYC,Philadelphia,9:10:00 AM,11:10:00 AM,bus
1135,120,$11.00 ,10/27/19,NYC,Philadelphia,8:30:00 PM,10:30:00 PM,bus
1136,125,$15.00 ,10/27/19,NYC,Philadelphia,5:05:00 PM,7:10:00 PM,bus
1137,115,$15.00 ,10/27/19,NYC,Philadelphia,11:20:00 AM,1:15:00 PM,bus
1138,92,$61.00 ,10/27/19,NYC,Philadelphia,7:17:00 AM,8:49:00 AM,train
1139,130,$17.00 ,10/27/19,NYC,Philadelphia,5:20:00 PM,7:30:00 PM,bus
1140,130,$11.00 ,10/27/19,NYC,Philadelphia,8:00:00 PM,10:10:00 PM,bus
1141,135,$11.00 ,10/27/19,NYC,Philadelphia,12:00:00 AM,2:15:00 AM,bus
1142,130,$15.00 ,10/27/19,NYC,Philadelphia,4:50:00 PM,7:00:00 PM,bus
1143,86,$120.00 ,10/27/19,NYC,Philadelphia,6:05:00 PM,7:31:00 PM,train
1144,120,$13.00 ,10/27/19,NYC,Philadelphia,10:15:00 AM,12:15:00 PM,bus
1145,120,$12.00 ,10/27/19,NYC,Philadelphia,8:00:00 AM,10:00:00 AM,bus
1146,120,$15.00 ,10/27/19,NYC,Philadelphia,4:50:00 PM,6:50:00 PM,bus
1147,130,$15.00 ,10/27/19,NYC,Philadelphia,11:50:00 AM,2:00:00 PM,bus
1148,89,$100.00 ,10/27/19,NYC,Philadelphia,7:01:00 PM,8:30:00 PM,train
1149,130,$15.00 ,10/27/19,NYC,Philadelphia,12:20:00 PM,2:30:00 PM,bus
1150,120,$12.00 ,10/27/19,NYC,Philadelphia,9:00:00 AM,11:00:00 AM,bus
1151,105,$15.00 ,10/27/19,NYC,Philadelphia,3:05:00 PM,4:50:00 PM,bus
1152,120,$11.00 ,10/27/19,NYC,Philadelphia,6:55:00 AM,8:55:00 AM,bus
1153,86,$80.00 ,10/27/19,NYC,Philadelphia,9:05:00 AM,10:31:00 AM,train
1154,135,$15.00 ,10/27/19,NYC,Philadelphia,5:05:00 PM,7:20:00 PM,bus
1155,120,$12.00 ,10/27/19,NYC,Philadelphia,7:00:00 AM,9:00:00 AM,bus
1156,125,$15.00 ,10/27/19,NYC,Philadelphia,4:05:00 PM,6:10:00 PM,bus
1157,120,$15.00 ,10/27/19,NYC,Philadelphia,12:20:00 PM,2:20:00 PM,bus
1158,88,$80.00 ,10/27/19,NYC,Philadelphia,8:05:00 AM,9:33:00 AM,train
1159,120,$15.00 ,10/27/19,NYC,Philadelphia,11:50:00 AM,1:50:00 PM,bus
1160,150,$12.00 ,10/27/19,NYC,Philadelphia,8:15:00 AM,10:45:00 AM,bus
1161,125,$15.00 ,10/27/19,NYC,Philadelphia,1:50:00 PM,3:55:00 PM,bus
1162,135,$15.00 ,10/27/19,NYC,Philadelphia,4:05:00 PM,6:20:00 PM,bus
1163,88,$80.00 ,10/27/19,NYC,Philadelphia,9:47:00 AM,11:15:00 AM,train
1164,135,$15.00 ,10/27/19,NYC,Philadelphia,1:50:00 PM,4:05:00 PM,bus
1165,130,$11.00 ,10/27/19,NYC,Philadelphia,10:00:00 PM,12:10:00 AM,bus
1166,135,$11.00 ,10/27/19,NYC,Philadelphia,4:00:00 AM,6:15:00 AM,bus
1167,120,$17.00 ,10/27/19,NYC,Philadelphia,6:20:00 PM,8:20:00 PM,bus
1168,88,$100.00 ,10/27/19,NYC,Philadelphia,11:02:00 AM,12:30:00 PM,train
1169,130,$17.00 ,10/27/19,NYC,Philadelphia,6:20:00 PM,8:30:00 PM,bus
1170,130,$11.00 ,10/27/19,NYC,Philadelphia,11:00:00 PM,1:10:00 AM,bus
1171,130,$15.00 ,10/27/19,NYC,Philadelphia,7:20:00 PM,9:30:00 PM,bus
1172,130,$15.00 ,10/27/19,NYC,Philadelphia,7:40:00 PM,9:50:00 PM,bus
1173,86,$80.00 ,10/27/19,NYC,Philadelphia,11:05:00 AM,12:31:00 PM,train
1174,120,$13.00 ,10/27/19,NYC,Philadelphia,9:50:00 PM,11:50:00 PM,bus
1175,120,$12.00 ,10/27/19,NYC,Philadelphia,12:00:00 PM,2:00:00 PM,bus
1176,120,$13.00 ,10/27/19,NYC,Philadelphia,9:20:00 PM,11:20:00 PM,bus
1177,130,$13.00 ,10/27/19,NYC,Philadelphia,8:20:00 PM,10:30:00 PM,bus
1178,87,$80.00 ,10/27/19,NYC,Philadelphia,4:05:00 PM,5:32:00 PM,train
1179,120,$12.00 ,10/27/19,NYC,Philadelphia,11:00:00 AM,1:00:00 PM,bus
1180,120,$12.00 ,10/27/19,NYC,Philadelphia,10:00:00 AM,12:00:00 PM,bus
1181,120,$13.00 ,10/27/19,NYC,Philadelphia,11:20:00 PM,1:20:00 AM,bus
1182,120,$15.00 ,10/27/19,NYC,Philadelphia,7:20:00 PM,9:20:00 PM,bus
1183,88,$100.00 ,10/27/19,NYC,Philadelphia,12:05:00 PM,1:33:00 PM,train
1184,120,$15.00 ,10/27/19,NYC,Philadelphia,7:40:00 PM,9:40:00 PM,bus
1185,150,$14.00 ,10/27/19,NYC,Philadelphia,8:15:00 PM,10:45:00 PM,bus
1186,120,$13.00 ,10/27/19,NYC,Philadelphia,8:20:00 PM,10:20:00 PM,bus
1187,120,$12.00 ,10/27/19,NYC,Philadelphia,4:00:00 PM,6:00:00 PM,bus
1188,93,$120.00 ,10/27/19,NYC,Philadelphia,3:15:00 PM,4:48:00 PM,train
1189,130,$13.00 ,10/27/19,NYC,Philadelphia,9:50:00 PM,12:00:00 AM,bus
1190,130,$13.00 ,10/27/19,NYC,Philadelphia,9:20:00 PM,11:30:00 PM,bus
1191,120,$11.00 ,10/27/19,NYC,Philadelphia,3:00:00 PM,5:00:00 PM,bus
1192,120,$12.00 ,10/27/19,NYC,Philadelphia,1:00:00 PM,3:00:00 PM,bus
1193,88,$80.00 ,10/27/19,NYC,Philadelphia,3:04:00 PM,4:32:00 PM,train
1194,120,$12.00 ,10/27/19,NYC,Philadelphia,2:00:00 PM,4:00:00 PM,bus
1195,120,$12.00 ,10/27/19,NYC,Philadelphia,3:00:00 PM,5:00:00 PM,bus
1196,130,$13.00 ,10/27/19,NYC,Philadelphia,11:20:00 PM,1:30:00 AM,bus
1197,120,$12.00 ,10/27/19,NYC,Philadelphia,5:00:00 PM,7:00:00 PM,bus
1198,93,$80.00 ,10/27/19,NYC,Philadelphia,2:15:00 PM,3:48:00 PM,train
1199,120,$12.00 ,10/27/19,NYC,Philadelphia,6:00:00 PM,8:00:00 PM,bus
1200,120,$12.00 ,10/27/19,NYC,Philadelphia,10:00:00 PM,12:00:00 AM,bus
1201,155,$12.00 ,10/27/19,NYC,Philadelphia,9:15:00 PM,11:50:00 PM,bus
1202,120,$12.00 ,10/27/19,NYC,Philadelphia,7:00:00 PM,9:00:00 PM,bus
1203,89,$154.00 ,10/27/19,NYC,Philadelphia,2:05:00 PM,3:34:00 PM,train
1204,120,$12.00 ,10/27/19,NYC,Philadelphia,8:00:00 PM,10:00:00 PM,bus
1205,120,$12.00 ,10/27/19,NYC,Philadelphia,11:00:00 PM,1:00:00 AM,bus
1206,175,$12.00 ,10/27/19,NYC,Philadelphia,7:10:00 AM,10:05:00 AM,bus
1207,120,$12.00 ,10/27/19,NYC,Philadelphia,9:00:00 PM,11:00:00 PM,bus
1208,95,$100.00 ,10/27/19,NYC,Philadelphia,8:01:00 PM,9:36:00 PM,train
1209,180,$12.00 ,10/27/19,NYC,Philadelphia,4:00:00 PM,7:00:00 PM,bus
1210,90,$100.00 ,10/27/19,NYC,Philadelphia,1:17:00 PM,2:47:00 PM,train
1211,98,$61.00 ,10/27/19,NYC,Philadelphia,5:51:00 AM,7:29:00 AM,train
1212,160,$11.00 ,10/27/19,NYC,Philadelphia,11:35:00 PM,2:15:00 AM,bus
1213,73,$135.00 ,10/27/19,NYC,Philadelphia,5:00:00 PM,6:13:00 PM,train
1214,73,$115.00 ,10/27/19,NYC,Philadelphia,12:00:00 PM,1:13:00 PM,train
1215,73,$115.00 ,10/27/19,NYC,Philadelphia,9:00:00 AM,10:13:00 AM,train
1216,72,$135.00 ,10/27/19,NYC,Philadelphia,1:00:00 PM,2:12:00 PM,train
1217,72,$176.00 ,10/27/19,NYC,Philadelphia,3:00:00 PM,4:12:00 PM,train
1218,72,$115.00 ,10/27/19,NYC,Philadelphia,7:00:00 PM,8:12:00 PM,train
1219,71,$135.00 ,10/27/19,NYC,Philadelphia,4:00:00 PM,5:11:00 PM,train
1220,69,$115.00 ,10/27/19,NYC,Philadelphia,9:00:00 PM,10:09:00 PM,train
1221,72,$115.00 ,10/27/19,NYC,Philadelphia,8:00:00 PM,9:12:00 PM,train
1222,110,$10.00 ,10/20/19,NYC,Philadelphia,10:00:00 AM,11:50:00 AM,bus
1223,110,$10.00 ,10/20/19,NYC,Philadelphia,8:30:00 AM,10:20:00 AM,bus
1224,110,$10.00 ,10/20/19,NYC,Philadelphia,7:30:00 AM,9:20:00 AM,bus
1225,100,$15.00 ,10/20/19,NYC,Philadelphia,2:35:00 PM,4:15:00 PM,bus
1226,79,$61.00 ,10/20/19,NYC,Philadelphia,5:17:00 PM,6:36:00 PM,train
1227,110,$10.00 ,10/20/19,NYC,Philadelphia,11:00:00 AM,12:50:00 PM,bus
1228,109,$10.00 ,10/20/19,NYC,Philadelphia,12:01:00 PM,1:50:00 PM,bus
1229,110,$10.00 ,10/20/19,NYC,Philadelphia,2:30:00 PM,4:20:00 PM,bus
1230,135,$11.00 ,10/20/19,NYC,Philadelphia,12:00:00 AM,2:15:00 AM,bus
1231,86,$61.00 ,10/20/19,NYC,Philadelphia,9:09:00 AM,10:35:00 AM,train
1232,110,$10.00 ,10/20/19,NYC,Philadelphia,1:30:00 PM,3:20:00 PM,bus
1233,110,$10.00 ,10/20/19,NYC,Philadelphia,5:00:00 PM,6:50:00 PM,bus
1234,110,$10.00 ,10/20/19,NYC,Philadelphia,6:30:00 AM,8:20:00 AM,bus
1235,130,$11.00 ,10/20/19,NYC,Philadelphia,9:10:00 AM,11:20:00 AM,bus
1236,82,$61.00 ,10/20/19,NYC,Philadelphia,7:53:00 PM,9:15:00 PM,train
1237,110,$10.00 ,10/20/19,NYC,Philadelphia,4:00:00 PM,5:50:00 PM,bus
1238,110,$10.00 ,10/20/19,NYC,Philadelphia,5:30:00 PM,7:20:00 PM,bus
1239,110,$10.00 ,10/20/19,NYC,Philadelphia,4:30:00 PM,6:20:00 PM,bus
1240,130,$11.00 ,10/20/19,NYC,Philadelphia,6:55:00 AM,9:05:00 AM,bus
1241,82,$61.00 ,10/20/19,NYC,Philadelphia,6:45:00 AM,8:07:00 AM,train
1242,110,$10.00 ,10/20/19,NYC,Philadelphia,3:00:00 PM,4:50:00 PM,bus
1243,110,$10.00 ,10/20/19,NYC,Philadelphia,6:30:00 PM,8:20:00 PM,bus
1244,110,$10.00 ,10/20/19,NYC,Philadelphia,6:00:00 PM,7:50:00 PM,bus
1245,125,$13.00 ,10/20/19,NYC,Philadelphia,2:45:00 AM,4:50:00 AM,bus
1246,80,$61.00 ,10/20/19,NYC,Philadelphia,7:00:00 AM,8:20:00 AM,train
1247,110,$10.00 ,10/20/19,NYC,Philadelphia,7:30:00 PM,9:20:00 PM,bus
1248,110,$10.00 ,10/20/19,NYC,Philadelphia,8:00:00 PM,9:50:00 PM,bus
1249,110,$10.00 ,10/20/19,NYC,Philadelphia,9:30:00 PM,11:20:00 PM,bus
1250,119,$13.00 ,10/20/19,NYC,Philadelphia,10:00:00 AM,11:59:00 AM,bus
1251,87,$61.00 ,10/20/19,NYC,Philadelphia,3:00:00 AM,4:27:00 AM,train
1252,110,$15.00 ,10/20/19,NYC,Philadelphia,2:35:00 PM,4:25:00 PM,bus
1253,135,$11.00 ,10/20/19,NYC,Philadelphia,2:00:00 AM,4:15:00 AM,bus
1254,120,$14.00 ,10/20/19,NYC,Philadelphia,10:15:00 AM,12:15:00 PM,bus
1255,120,$14.00 ,10/20/19,NYC,Philadelphia,10:45:00 AM,12:45:00 PM,bus
1256,88,$61.00 ,10/20/19,NYC,Philadelphia,10:05:00 PM,11:33:00 PM,train
1257,120,$14.00 ,10/20/19,NYC,Philadelphia,8:00:00 AM,10:00:00 AM,bus
1258,120,$14.00 ,10/20/19,NYC,Philadelphia,2:00:00 PM,4:00:00 PM,bus
1259,130,$13.00 ,10/20/19,NYC,Philadelphia,9:00:00 AM,11:10:00 AM,bus
1260,120,$14.00 ,10/20/19,NYC,Philadelphia,9:15:00 AM,11:15:00 AM,bus
1261,98,$61.00 ,10/20/19,NYC,Philadelphia,5:51:00 AM,7:29:00 AM,train
1262,120,$14.00 ,10/20/19,NYC,Philadelphia,11:45:00 AM,1:45:00 PM,bus
1263,120,$14.00 ,10/20/19,NYC,Philadelphia,7:15:00 AM,9:15:00 AM,bus
1264,130,$13.00 ,10/20/19,NYC,Philadelphia,10:15:00 AM,12:25:00 PM,bus
1265,120,$14.00 ,10/20/19,NYC,Philadelphia,12:45:00 PM,2:45:00 PM,bus
1266,87,$61.00 ,10/20/19,NYC,Philadelphia,11:09:00 PM,12:36:00 AM,train
1267,120,$14.00 ,10/20/19,NYC,Philadelphia,4:45:00 PM,6:45:00 PM,bus
1268,130,$13.00 ,10/20/19,NYC,Philadelphia,6:45:00 AM,8:55:00 AM,bus
1269,135,$11.00 ,10/20/19,NYC,Philadelphia,4:00:00 AM,6:15:00 AM,bus
1270,120,$14.00 ,10/20/19,NYC,Philadelphia,1:15:00 PM,3:15:00 PM,bus
1271,82,$61.00 ,10/20/19,NYC,Philadelphia,11:58:00 PM,1:20:00 AM,train
1272,130,$14.00 ,10/20/19,NYC,Philadelphia,11:00:00 AM,1:10:00 PM,bus
1273,120,$14.00 ,10/20/19,NYC,Philadelphia,5:15:00 PM,7:15:00 PM,bus
1274,119,$15.00 ,10/20/19,NYC,Philadelphia,12:01:00 PM,2:00:00 PM,bus
1275,120,$15.00 ,10/20/19,NYC,Philadelphia,12:15:00 PM,2:15:00 PM,bus
1276,92,$80.00 ,10/20/19,NYC,Philadelphia,9:10:00 PM,10:42:00 PM,train
1277,120,$14.00 ,10/20/19,NYC,Philadelphia,8:45:00 AM,10:45:00 AM,bus
1278,120,$15.00 ,10/20/19,NYC,Philadelphia,1:45:00 PM,3:45:00 PM,bus
1279,120,$11.00 ,10/20/19,NYC,Philadelphia,9:10:00 AM,11:10:00 AM,bus
1280,120,$15.00 ,10/20/19,NYC,Philadelphia,3:00:00 PM,5:00:00 PM,bus
1281,83,$80.00 ,10/20/19,NYC,Philadelphia,10:52:00 AM,12:15:00 PM,train
1282,120,$15.00 ,10/20/19,NYC,Philadelphia,2:45:00 PM,4:45:00 PM,bus
1283,130,$16.00 ,10/20/19,NYC,Philadelphia,1:00:00 PM,3:10:00 PM,bus
1284,130,$16.00 ,10/20/19,NYC,Philadelphia,5:00:00 PM,7:10:00 PM,bus
1285,125,$15.00 ,10/20/19,NYC,Philadelphia,11:20:00 AM,1:25:00 PM,bus
1286,88,$80.00 ,10/20/19,NYC,Philadelphia,9:47:00 AM,11:15:00 AM,train
1287,120,$13.00 ,10/20/19,NYC,Philadelphia,8:30:00 PM,10:30:00 PM,bus
1288,120,$14.00 ,10/20/19,NYC,Philadelphia,10:00:00 PM,12:00:00 AM,bus
1289,130,$15.00 ,10/20/19,NYC,Philadelphia,4:00:00 PM,6:10:00 PM,bus
1290,115,$15.00 ,10/20/19,NYC,Philadelphia,3:05:00 PM,5:00:00 PM,bus
1291,86,$80.00 ,10/20/19,NYC,Philadelphia,11:05:00 AM,12:31:00 PM,train
1292,120,$17.00 ,10/20/19,NYC,Philadelphia,6:45:00 PM,8:45:00 PM,bus
1293,120,$14.00 ,10/20/19,NYC,Philadelphia,6:00:00 PM,8:00:00 PM,bus
1294,105,$15.00 ,10/20/19,NYC,Philadelphia,3:05:00 PM,4:50:00 PM,bus
1295,120,$11.00 ,10/20/19,NYC,Philadelphia,6:55:00 AM,8:55:00 AM,bus
1296,81,$80.00 ,10/20/19,NYC,Philadelphia,1:05:00 PM,2:26:00 PM,train
1297,130,$16.00 ,10/20/19,NYC,Philadelphia,12:20:00 PM,2:30:00 PM,bus
1298,120,$15.00 ,10/20/19,NYC,Philadelphia,4:15:00 PM,6:15:00 PM,bus
1299,120,$17.00 ,10/20/19,NYC,Philadelphia,7:15:00 PM,9:15:00 PM,bus
1300,130,$13.00 ,10/20/19,NYC,Philadelphia,8:20:00 PM,10:30:00 PM,bus
1301,92,$80.00 ,10/20/19,NYC,Philadelphia,7:17:00 AM,8:49:00 AM,train
